iter	Logloss
181	0.390678547
182	0.3906553718
183	0.3906353034
184	0.3906163964
185	0.3905965474
186	0.3905823374
187	0.3905658276
188	0.3905508253
189	0.3905309418
190	0.3905140857
191	0.3904902289
192	0.3904742537
193	0.3904527192
194	0.3904328782
195	0.3904135388
196	0.3904015594
197	0.3903815559
198	0.3903645538
199	0.3903484065
200	0.3903335082
201	0.3903105426
202	0.390294457
203	0.3902810527
204	0.3902637691
205	0.3902468989
206	0.3902285542
207	0.3902065144
208	0.390185511
209	0.3901672502
210	0.3901466702
211	0.3901286699
212	0.3901092371
213	0.3900917935
214	0.3900703637
215	0.3900535481
216	0.3900366312
217	0.3900168367
218	0.3899971133
219	0.3899813975
220	0.3899646216
221	0.3899489024
222	0.3899282074
223	0.3899096749
224	0.3898887504
225	0.3898742197
226	0.3898568024
227	0.3898371943
228	0.3898193658
229	0.3898003279
230	0.3897799295
231	0.3897643342
232	0.3897515306
233	0.3897338907
234	0.3897170864
235	0.3896984283
236	0.3896813623
237	0.3896627818
238	0.3896460874
239	0.3896287924
240	0.3896020708
241	0.3895886673
242	0.3895750898
243	0.3895599712
244	0.3895509295
245	0.3895336629
246	0.3895207747
247	0.3895028153
248	0.3894928956
249	0.3894772547
250	0.3894609974
251	0.3894392933
252	0.3894204271
253	0.3894001893
254	0.3893843314
255	0.3893658737
256	0.3893452406
257	0.3893306739
258	0.3893115373
259	0.3892889943
260	0.3892751194
261	0.3892556238
262	0.3892360409
263	0.3892242645
264	0.3892086469
265	0.3892050412
266	0.38918316
267	0.38916931
268	0.3891487211
269	0.3891332139
270	0.3891168249
271	0.3891020073
272	0.3890836757
273	0.3890647896
274	0.3890464936
275	0.3890340611
276	0.3890196901
277	0.3890080996
278	0.3890003872
279	0.3889838376
280	0.3889683489
281	0.3889548559
282	0.3889415863
283	0.3889260281
284	0.3889100992
285	0.388891811
286	0.3888698692
287	0.3888564504
288	0.3888403242
289	0.3888237368
290	0.3888105008
291	0.3887958882
292	0.3887772335
293	0.3887612457
294	0.3887433773
295	0.3887328049
296	0.3887139524
297	0.3887004068
298	0.3886826918
299	0.388660016
300	0.3886451631
301	0.3886316682
302	0.3886178747
303	0.3886033976
304	0.3885877493
305	0.388573787
306	0.3885613917
307	0.3885456521
308	0.3885315735
309	0.3885171809
310	0.3885011993
311	0.3884871931
312	0.3884726509
313	0.3884537556
314	0.3884418249
315	0.3884304917
316	0.3884097008
317	0.3883950974
318	0.3883768887
319	0.3883620742
320	0.3883457701
321	0.3883302379
322	0.3883110362
323	0.3882934495
324	0.3882811461
325	0.3882688215
326	0.3882474166
327	0.3882361808
328	0.3882172967
329	0.3882122162
330	0.3881943368
331	0.3881824198
332	0.3881650263
333	0.3881507902
334	0.3881350754
335	0.3881172561
336	0.3881053569
337	0.3880881878
338	0.3880730156
339	0.3880573272
340	0.3880430347
341	0.3880301402
342	0.3880135503
343	0.3879992315
344	0.3879844836
345	0.3879685608
346	0.3879499318
347	0.3879400077
348	0.3879227333
349	0.3879104691
350	0.3878953942
351	0.3878761177
352	0.3878613056
353	0.3878446616
354	0.3878331597
355	0.3878174272
356	0.3877986417
357	0.3877812915
358	0.3877656052
359	0.387756594
360	0.3877424101
361	0.38772381
362	0.3877028749
363	0.3876899653
364	0.3876749683
365	0.3876643766
366	0.3876522967
367	0.3876305953
368	0.3876115288
369	0.3876011513
370	0.3875895616
371	0.3875784946
372	0.3875655309
373	0.3875543499
374	0.3875412553
375	0.3875258569
376	0.3875104844
377	0.3874908707
378	0.3874778323
379	0.3874573885
380	0.387446326
381	0.3874348349
382	0.387423487
383	0.3874071352
384	0.38739051
385	0.3873726244
386	0.3873602669
387	0.387346487
388	0.3873307415
389	0.3873212228
390	0.3873111579
391	0.3872940398
392	0.3872831356
393	0.3872706745
394	0.3872505353
395	0.3872350651
396	0.3872216268
397	0.3872129784
398	0.3872046673
399	0.3871903586
400	0.3871745874
401	0.3871642601
402	0.3871556444
403	0.3871432291
404	0.3871298901
405	0.3871186499
406	0.3871053638
407	0.3870856986
408	0.3870743308
409	0.3870603802
410	0.3870457748
411	0.3870310367
412	0.3870202775
413	0.3870015789
414	0.3869880542
415	0.3869799033
416	0.3869634974
417	0.3869510408
418	0.3869422862
419	0.3869288553
420	0.3869147815
421	0.3868997882
422	0.3868863316
423	0.3868705702
424	0.3868572635
425	0.386848369
426	0.3868402265
427	0.3868325934
428	0.3868212269
429	0.3868098498
430	0.3867957679
431	0.3867805585
432	0.3867696508
433	0.3867582894
434	0.3867408062
435	0.3867263615
436	0.3867153976
437	0.3867059589
438	0.3866934676
439	0.3866798049
440	0.386668466
441	0.3866527507
442	0.3866437364
443	0.3866353317
444	0.3866235397
445	0.3866085818
446	0.3865987866
447	0.3865820941
448	0.3865678889
449	0.386553911
450	0.3865392452
451	0.3865273922
452	0.386513083
453	0.3864991278
454	0.3864859626
455	0.3864687763
456	0.3864513817
457	0.3864363084
458	0.3864236535
459	0.3864105959
460	0.3863938312
461	0.3863775479
462	0.3863654631
463	0.3863521002
464	0.3863370451
465	0.386321599
466	0.3863065429
467	0.3862886543
468	0.3862736857
469	0.3862631684
470	0.3862548281
471	0.3862418916
472	0.3862317251
473	0.386223645
474	0.3862088054
475	0.3861858008
476	0.3861730742
477	0.3861560703
478	0.3861475588
479	0.3861336224
480	0.386119374
481	0.3861008395
482	0.3860851143
483	0.3860713279
484	0.3860563693
485	0.3860427412
486	0.3860247854
487	0.3860152222
488	0.3859985621
489	0.3859849734
490	0.3859701358
491	0.3859582142
492	0.3859464867
493	0.3859362379
494	0.3859259884
495	0.3859117167
496	0.3858962079
497	0.3858839644
498	0.385875567
499	0.3858669608
500	0.3858465545
501	0.385837434
502	0.3858229584
503	0.3858058729
504	0.3857945153
505	0.3857809516
506	0.3857685358
507	0.3857582287
508	0.3857366107
509	0.3857254943
510	0.3857126512
511	0.3856962793
512	0.3856813276
513	0.3856696031
514	0.3856588401
515	0.3856507132
516	0.3856350655
517	0.3856164318
518	0.385602317
519	0.3855909997
520	0.3855793134
521	0.3855661041
522	0.3855557091
523	0.3855439938
524	0.3855301873
525	0.3855239716
526	0.3855081622
527	0.3854998252
528	0.3854882611
529	0.3854814895
530	0.3854684801
531	0.3854517102
532	0.3854370212
533	0.3854256814
534	0.3854082336
535	0.3853941796
536	0.3853793353
537	0.3853773615
538	0.3853640421
539	0.3853501529
540	0.3853365564
541	0.3853232886
542	0.3853076652
543	0.3852954839
544	0.3852801779
545	0.3852696002
546	0.3852555523
547	0.3852428017
548	0.385223768
549	0.3852081635
550	0.3851998919
551	0.3851850048
552	0.3851702861
553	0.3851631079
554	0.3851485322
555	0.3851399653
556	0.3851220513
557	0.3851093179
558	0.3850944746
559	0.3850786097
560	0.3850668326
561	0.3850555053
562	0.3850441352
563	0.3850313435
564	0.3850166523
565	0.3849981461
566	0.3849902379
567	0.384978674
568	0.3849570425
569	0.3849469276
570	0.3849348869
571	0.3849222215
572	0.3849090741
573	0.3848942656
574	0.3848792717
575	0.3848664752
576	0.3848525217
577	0.3848385891
578	0.3848215302
579	0.3848156002
580	0.3848037334
581	0.384789964
582	0.3847776473
583	0.3847689386
584	0.3847538751
585	0.3847399023
586	0.3847326802
587	0.3847157475
588	0.3847021293
589	0.3846937913
590	0.3846846879
591	0.3846714806
592	0.3846587333
593	0.3846464685
594	0.384638627
595	0.3846249382
596	0.384616737
597	0.3846065421
598	0.3845950756
599	0.3845803941
600	0.384567348
601	0.384553293
602	0.3845403651
603	0.3845310899
604	0.3845167248
605	0.3845085165
606	0.3844918269
607	0.3844807632
608	0.3844724157
609	0.3844594119
610	0.3844423933
611	0.3844329231
612	0.3844210846
613	0.3844090693
614	0.3843951024
615	0.3843828792
616	0.3843733071
617	0.3843586901
618	0.384348065
619	0.3843360481
620	0.3843265379
621	0.3843130115
622	0.3842997344
623	0.38428384
624	0.384269511
625	0.3842555499
626	0.3842426055
627	0.3842299166
628	0.3842167289
629	0.3842019976
630	0.3841852267
631	0.3841748408
632	0.3841662683
633	0.3841588604
634	0.3841451771
635	0.3841312678
636	0.3841153578
637	0.3841041918
638	0.3840936502
639	0.3840771585
640	0.3840636838
641	0.3840494632
642	0.3840394302
643	0.3840301993
644	0.3840190314
645	0.3840041148
646	0.3839881203
647	0.383974146
648	0.3839607542
649	0.3839506543
650	0.3839381614
651	0.3839263632
652	0.383919841
653	0.383909235
654	0.3838965899
655	0.3838827785
656	0.3838719445
657	0.3838589382
658	0.3838490832
659	0.3838395866
660	0.3838291199
661	0.3838179697
662	0.3838092264
663	0.3837970702
664	0.3837835152
665	0.3837684869
666	0.3837546023
667	0.3837452031
668	0.3837338256
669	0.3837244039
670	0.3837128603
671	0.3836972014
672	0.3836863526
673	0.3836778029
674	0.3836675343
675	0.3836551173
676	0.3836457058
677	0.3836362756
678	0.3836249646
679	0.3836099923
680	0.3836000809
681	0.3835875121
682	0.3835691775
683	0.3835543544
684	0.3835458624
685	0.383535354
686	0.3835263317
687	0.3835149898
688	0.383503847
689	0.3834889052
690	0.3834781855
691	0.3834652058
692	0.3834538202
693	0.3834441916
694	0.3834327694
695	0.3834160554
696	0.3834017962
697	0.3833868793
698	0.3833773401
699	0.3833638913
700	0.3833552474
701	0.3833405939
702	0.3833288962
703	0.3833164662
704	0.3833029256
705	0.3832887861
706	0.3832782166
707	0.383263597
708	0.3832527819
709	0.383241351
710	0.3832302329
711	0.3832123649
712	0.3831999876
713	0.3831900971
714	0.3831813983
715	0.3831690573
716	0.3831549788
717	0.3831422316
718	0.3831317255
719	0.3831193445
720	0.3831055203
721	0.3830944651
722	0.3830821506
723	0.3830704945
724	0.3830559403
725	0.3830461197
726	0.3830390519
727	0.3830295116
728	0.3830212284
729	0.3830096616
730	0.3830000984
731	0.3829866308
732	0.3829715748
733	0.3829608795
734	0.3829497364
735	0.3829367963
736	0.3829268131
737	0.3829096793
738	0.3828980007
739	0.3828877228
740	0.3828823237
741	0.382869521
742	0.3828570283
743	0.3828485355
744	0.3828361841
745	0.3828248383
746	0.3828123804
747	0.382801794
748	0.3827926223
749	0.382782874
750	0.3827721921
751	0.3827562326
752	0.3827454401
753	0.3827363849
754	0.3827243938
755	0.3827123171
756	0.3827017751
757	0.382694323
758	0.3826799948
759	0.3826686446
760	0.3826598419
761	0.3826519982
762	0.382643726
763	0.3826315121
764	0.3826248639
765	0.3826131812
766	0.3826007631
767	0.3825908153
768	0.3825791316
769	0.3825678645
770	0.3825534914
771	0.3825406194
772	0.3825275714
773	0.3825177481
774	0.3825063625
775	0.3824905128
776	0.3824816856
777	0.3824725923
778	0.3824629188
779	0.3824517144
780	0.382439271
781	0.3824284502
782	0.3824149859
783	0.3824059981
784	0.382393499
785	0.3823805069
786	0.3823696333
787	0.3823611178
788	0.3823486068
789	0.3823357105
790	0.3823212126
791	0.3823097347
792	0.3822965062
793	0.3822842824
794	0.382275295
795	0.3822625194
796	0.3822534739
797	0.3822440215
798	0.382235712
799	0.3822244769
800	0.3822082079
801	0.382195743
802	0.3821795806
803	0.3821662824
804	0.3821550638
805	0.382142366
806	0.3821312176
807	0.3821151637
808	0.3821072248
809	0.3820978136
810	0.3820879743
811	0.3820770712
812	0.3820629207
813	0.3820494995
814	0.382038128
815	0.3820261602
816	0.3820171326
817	0.3820054
818	0.3819956556
819	0.3819835415
820	0.3819775055
821	0.3819701258
822	0.381958611
823	0.381942878
824	0.381929524
825	0.3819143086
826	0.3819040321
827	0.3818900898
828	0.3818807601
829	0.3818706927
830	0.3818598687
831	0.381849615
832	0.3818351959
833	0.381824186
834	0.3818124018
835	0.3817984046
836	0.381790975
837	0.3817777044
838	0.3817653076
839	0.3817575312
840	0.3817441989
841	0.3817342106
842	0.3817250284
843	0.381712479
844	0.3817017672
845	0.3816896337
846	0.3816732966
847	0.3816608218
848	0.3816500514
849	0.3816376396
850	0.3816243653
851	0.3816117439
852	0.3816000657
853	0.3815885203
854	0.3815789841
855	0.3815636079
856	0.3815536262
857	0.3815410958
858	0.3815312488
859	0.3815217139
860	0.3815126422
861	0.3815023723
862	0.3814888399
863	0.3814737331
864	0.3814594493
865	0.3814528069
866	0.3814469255
867	0.3814328904
868	0.3814208869
869	0.3814084036
870	0.3813962589
871	0.3813893116
872	0.3813769214
873	0.3813670062
874	0.3813579033
875	0.3813413388
876	0.3813318975
877	0.3813235248
878	0.3813145899
879	0.3813009409
880	0.3812912578
881	0.3812808898
882	0.3812698306
883	0.3812602458
884	0.3812453464
885	0.3812335004
886	0.3812226464
887	0.3812130312
888	0.3812031999
889	0.3811928098
890	0.3811827264
891	0.3811678198
892	0.3811539094
893	0.3811411344
894	0.3811276357
895	0.3811163233
896	0.3811081268
897	0.3810977018
898	0.3810928472
899	0.3810823683
900	0.38106757
901	0.3810558917
902	0.3810437311
903	0.3810357307
904	0.3810223403
905	0.3810119144
906	0.3809975878
907	0.3809910506
908	0.3809778116
909	0.3809705599
910	0.3809659673
911	0.3809588294
912	0.3809475795
913	0.3809332677
914	0.3809256075
915	0.3809120373
916	0.3809019621
917	0.3808906954
918	0.3808785336
919	0.3808723825
920	0.3808599295
921	0.3808472002
922	0.3808379104
923	0.3808255364
924	0.3808162276
925	0.3808121297
926	0.3807990308
927	0.380785982
928	0.3807828117
929	0.3807727597
930	0.3807603585
931	0.3807471305
932	0.3807331177
933	0.3807195754
934	0.3807089942
935	0.3807016789
936	0.3806908855
937	0.3806824687
938	0.3806731174
939	0.3806642364
940	0.3806586381
941	0.3806467114
942	0.3806393155
943	0.380626513
944	0.3806172066
945	0.3806062562
946	0.3805933269
947	0.3805783197
948	0.3805656575
949	0.3805549572
950	0.380545995
951	0.3805385474
952	0.3805253369
953	0.3805163498
954	0.3805046001
955	0.3804920551
956	0.3804811668
957	0.38047311
958	0.3804635645
959	0.3804533684
960	0.380439965
961	0.3804264241
962	0.3804122448
963	0.380399194
964	0.3803904763
965	0.3803737819
966	0.3803597619
967	0.3803523206
968	0.3803397023
969	0.3803341573
970	0.3803202402
971	0.3803084333
972	0.3803017685
973	0.3802893798
974	0.3802811021
975	0.3802684939
976	0.3802559968
977	0.3802456576
978	0.3802323883
979	0.3802206622
980	0.3802071462
981	0.3801959148
982	0.3801864206
983	0.3801744724
984	0.3801634146
985	0.3801513829
986	0.3801397664
987	0.3801271191
988	0.3801149294
989	0.3801085838
990	0.3800948652
991	0.3800809665
992	0.3800697578
993	0.380060298
994	0.3800531815
995	0.3800403621
996	0.3800298563
997	0.3800154322
998	0.3799986103
999	0.3799905209
